texto,calificacion,polaridad,tipo_lugar,fuente,fecha
"Cuando era más joven (Oh, alrededor de 2) Vi a Barney por primera vez, y le gustó. Pero, entonces, tampoco tuve exactamente un cerebro. Y ahora miro hacia atrás y veo qué espectáculo horrible ""Barney"" realmente es: En primer lugar, todo en ese programa es espeluznante. Barney, el personaje principal, es un horrible dinosaurio de 9 pies de altura, dinosaurio púrpura que enseña a 13 años de ""imaginación ..."" (* Shudders *) BJ (Sé lo que piensa en su nombre.) Es Un dinosaurio amarillo más pequeño pero creciente que se pone para ser ""supuestamente"" fresco. Pero de hecho, él es exacto lo contrario. Después de observar algunos episodios con B.j. Donbly Trudging con su gorra de espalda ligeramente se volvió, y haciendo algunas bromas no tan divertidas, quería gritar. Bebé BOP-OH-OH-OH-OH-DIOS! (* VOMITS *) OH-OH-OH-OH-OH-OHYWAY BEBY BOP es la peor idea de un personaje de la historia. Ella es una triceratops verdes (es un dinosaurio) que lleva una manta amarilla. Sus comentarios de ""Hee-hee-hee"" y los elogios de Barney gritan de 'Super-Deeee-Dooper "", hacen que sea difícil sentarse a través de cada episodio, ya que los estudiantes de séptimo grado aprenden sobre las formas y los modales. Y eso, mi amigo, es lo que hace que este muestre sea realmente horrible.",1,negativo,dataset_respaldo,kaggle_imdb,
"Steve McQueen ciertamente tiene muchos fanáticos leales por ahí. Ciertamente, fue un compañero carismático, uno de los más carismáticos que la gran pantalla conocía. Pero incluso McQueen no puede salvar este pavo de una película, disparó con lo que parece una cámara de brownie en las ubicaciones reales de St. Louis.Mcqueen, un nuevo niño sin antecedentes penales, sin registrar la planificación de un Bank Heist por uno de los otra pandilla. Hay más que una pista amplia de que hay una relación gay entre Young Steve y David Clarke. A los demás miembros de Heist no le gustan, principalmente debido a su falta de currículum criminal. Steve también tiene una amiga en Molly McCarthy y ella sospecha algo en adelante, especialmente cuando comienza a pasar con Crahan Denton y James Dukas, así como Clarke, todos personajes bastante ásperos. Eso ciertamente obtendría mis sospechas despertadas. El gran robo de St. Louis Bank tenía a dos directores Charles Guggenheim y John Stix. Guggenheim hizo mayormente documentales y Stix no hizo mucho de nada. Uno de esos dos jugadores decidió que el desempeño de Steve fue mejor servido haciendo una mala imitación de Marlon Brando. Esta película puede bajar como lo peor de Steve McQueen. Estoy dispuesto a apostar a apostar que Dick Powell y las producciones de cuatro estrellas ya lo habían firmado para que deseara muerto o vivo porque no puedo creer que lo hubieran hecho si vieran esto. Ellos habrían visto algo que el público hubiera pasado por alto, excepto por el Adelante para este pavo.",1,negativo,dataset_respaldo,kaggle_imdb,
"Esta es una mala película, ya que su mensaje central está muy confuso y la trama parece que fue el resultado de fusionar varios scripts dispares. Como resultado, a menudo no tiene ningún sentido en absoluto y ciertamente no es una película, señorita Dunne o el Sr. Huston debería haber estado orgulloso de hacerlo. Sin embargo, la película vale la pena observar si usted es un fanático de las películas de ""pre-código"" porque presenta una parcela increíblemente escozy que dice que las buenas chicas lo hacen, incluso si no están casados ​​e incluso si su pareja es !! La película comienza con la señorita Dunne como un trabajador social que ayuda a las tropas que se dirigen a Europa para WWI. En el proceso, ella se encuentra con una Scalawag (Bruce Cabot) que eventualmente la convence de que duerma con él. Ella se queda embarazada y luego continúa a la siguiente mujer desprevenida. Sin embargo, la señorita Dunne no lo quiere de vuelta, mientras se da cuenta de que no vale la pena, sino que más tarde su bebé muere al nacimiento del niño. Si bien se usan todos estos elementos de parcela muy controvertidos, siempre están aludidos a, casi como que querían que los adultos en la audiencia sepa, pero esperaban que si lo frase o la filmaban de la manera correcta, los niños en la audiencia serán despistado (después de todo, las películas no fueron calificadas y los niños podrían asistir a ninguna película en este momento). Surpriseando, toda esta parcela que involucre a un bebé y Cabot nacido por el 1/4 del camino a través de la película y nunca se menciona de nuevo o aludido a . Era como si filmaban parte de una película y la abandonaban, pegándola a otra película. En esta segunda fase de la película, la señorita Dunne de manera inesperada comienza a trabajar en una prisión de mujeres (aunque en realidad nunca llegamos a verla hacer nada allí). Lo que vemos son innumerables escenas horribles de abuso severo y tortura que probablemente fueron diseñados para titularse. Y, como resultado de toda esta violencia, la señorita Dunne continúa con una cruzada para limpiar la prisión y se convierte en un reformador y un famoso escritor. Pero entonces, de la nada, aparece otro tipo de película y el negocio de la reforma de la prisión de las mujeres pasa. el camino. Dunne se encuentra con un juez (Walter Huston) que está casado, pero la quiere desesperadamente. Ahora, en toda la película, Dunne se representa como una muchacha muy buena, a pesar de que ella tenía relaciones sexuales solteras con Cabot (ella era más o menos engañada en ella). Pero ahora, Irene soltero, que es un reformador incansable y una buena dama comienza a dormir con un hombre casado. Él le dice que él y su esposa están separados y están casados ​​solo en su nombre, pero ella nunca piensa en investigar si esto es cierto, y con su seguridad, ¡apagan la ropa y están en el bebé que hace negocios! Pero, mientras está embarazada de su hijo amor, ha acusado de ser un juez torcido. Él le asegura que es inocente, pero es condenado y seguro que suena como si fuera un sinvergüenza, usando información dentro de las personas que han llegado antes de su banco para acumular una fortuna. Luego, en los momentos finales de la película, la señorita Dunne intenta en vano para liberarlo y promete esperar con el niño hasta que se libere Huston. Luego, la película termina. Entonces, básicamente tenemos tres películas separadas y una extraña idea de los 30 años de lo que debería ser una buena chica. ¡Me reuní de que debería ser una chica trabajadora de mente fuerte que instantáneamente se convierte en un idiota en sus relaciones personales! Esto realmente deshace todos los aspectos positivos sobre el carácter de Dunne y es muy difícil imaginar a alguien que le guste la película. ¡Un defensor de los derechos de las mujeres fuerte podría ser ofendido fácilmente en lo débil y necesitado, ella y las personas religiosas podrían verla tan totalmente amoral o al menos moralmente sospechosa! Con una reconstrucción decente, esta podría haber sido una buena película o al menos interesante como una película de lava y salaz, pero no podía decidirse a mi mente lo que quería ser y fue solo otra película de pre-código aburrida.",1,negativo,dataset_respaldo,kaggle_imdb,
"I caught this movie on the Sci-Fi channel recently It actually turned out to be pretty decent as far as B-list horror/suspense films go Two guys (one naive and one loud mouthed a**) take a road trip to stop a wedding but have the worst possible luck when a maniac in a freaky, make-shift tank/truck hybrid decides to play cat-and-mouse with them Things are further complicated when they pick up a ridiculously whorish hitchhiker What makes this film unique is that the combination of comedy and terror actually work in this movie, unlike so many others The two guys are likable enough and there are some good chase/suspense scenes Nice pacing and comic timing make this movie more than passable for the horror/slasher buff Definitely worth checking out",5,positivo,dataset_respaldo,kaggle_imdb,
"(Spoilers muy suaves; Un esquema básico de la trama, no hay detalles reales) si entras en esta película con expectativas suficientemente bajas. Vi esta película en una proyección gratuita hace unos días en Maryland, y la única razón por la que acordí ir ... fue porque era gratis. Esperaba algunas risas, pero como nunca he sido un gran fan de tenaz d, no mucho más, entonces eso. Los primeros diez minutos de la película son hilarantes, ya que nos echamos un vistazo a los humildes orígenes cristianos de Jack Black en un medio oeste. Ciudad americana. Luego, la película nos lleva años en el futuro, a la primera reunión entre JB y Kyle Gass, la segunda mitad del tenaz D. Vemos la formación de la banda y la génesis de su nombre. Finalmente, como sugiere el título, la segunda mitad de la película detalla su búsqueda de obtener la ""selección de destino"" legendaria. Una vez más, el comienzo de la película se ríe en voz alta, y la mayor parte de la película al menos mantuvo una sonrisa en mi cara. Dicho esto, hubo veces que se sentía un poco largo; Son solo 100 minutos, pero todavía sentía que debería haber sido un poco más corto. La historia es tan absurda como suena, y esto no es una película que ves si quieres una trama real. Lo que está bien, excepto que significa que muchos de los chistes están muy afectados o extrañan ... y cuando se pierden, se pierden mal. Lo mismo con las canciones; Es un musical, pero muchas de las canciones perdieron su apelación después del primer minuto más o menos ... luego siguieron adelante. Diré que la calificación R realmente salvó esta película del bombardeo; El humor de D simplemente no podía funcionar sin cussing, sexo y referencias de drogas. Pero a menos que seas un verdadero fan de la banda, o al menos saber que aprecias su estilo de comedia, le recomendaría que te ahorre dinero y alquiler. ""Elegir"" te hará giggle un poco ... ¿Pero vale 9 dólares? No lo creo. Fui tentado a calificarlo un 6, pero como creo que muchos lo disfrutarían lo suficiente como para justificarlo en los teatros, un 7 parece más apropiado. Solo asegúrate de que sea tu estilo.",5,positivo,dataset_respaldo,kaggle_imdb,
"Comenzaré con un descargo de responsabilidad: esta película no se recomienda para cualquier persona que carezca de interés o nunca haya jugado a FF7 el juego antes de mirar. La película se basa en el conocimiento de la audiencia de cada personaje en el juego para transmitir elementos de la trama de cuentos. Y lo hace muy sutilmente. Haz tu tarea antes de ver esta maravillosa pieza de película de CG y prometo que será mucho mejor. Con eso en mente, esta película tiene algunas de las secuencias de CG más espectaculares que he presenciado. Toda la experiencia se sentía como una secuencia de FMV extra larga del juego, en los esteroides. Si. La atención al detalle en cada escena, especialmente en las pesadas orientadas a la acción, es tan impecable que me dejó con un sentido de asombro. Creo que la banda sonora se simplifica para ayudar a la audiencia a centrarse en la calidad de la animación más que la música. Nuevamente, para aquellos que están familiarizados con la historia y el fondo de FF7, la música no debe sorprender a nadie (aunque el momento y la colocación de cada banda sonora del original acompañan cada escena y estado de ánimo hasta el punto en que la música simplemente mejora la animación). Una vez más, yo mismo solo he jugado a través de FF7 una vez, disfruté mucho de esta obra de arte de Square Enix. Y esa es la sensación en la mayoría de las escenas, coreografiada y organizada. Como un baile. En resumen, si disfrutaste de la música o el juego Final Fantasy 7, esta película te soplará fuera del agua. Si está en la mayoría desafortunada que no ha experimentado la bondad conocida como FF7 en PlayStation o PC, lo hace antes de ver la película permitirá una experiencia exponencialmente mayor. Finalmente, solo quiero tomar una nota de la calidad en la animación. esta película. Los personajes se mueven con la fluidez. Cada fondo de la escena cobra vida y cuenta su propia historia. Para aquellos que critican la delgada y la dependencia de la trama de la historia, le insto a que reexamine la animación. Reacciones faciales, pistas sutiles que producen otro nivel de entretenimiento por encima del método de narración típico de la entrega de la trama de la historia. En Mix y el gran Tetsuya Nomura ha establecido una nueva barra para animación de calidad y narración de cuentos. Advent Los niños se han convertido en una nueva era para animaciones de CG, lo que permite a las sutilezas que se encuentran en cada personaje para hablar volúmenes en sí mismos y de sí mismos. Gracias cuadrado enix. La espera valió la pena.",5,positivo,dataset_respaldo,kaggle_imdb,
"This is quite possibly one of the worst movies ever made Everything about it--acting, directing, script, cinematography--is dreadful The alien (a human in sparkly suit) claims to be from a nearby universe; one assumes the scriptwriter meant ""galaxy"" but didn't bother to get a dictionary to check his terms A better title for the film would be ""It Came From the Planet of Plot Contrivances"" The plot is excessively silly and nearly nonexistent The humans are all given magical MacGuffins that conform to a tortuous series of unlikely restrictions just to move the bare plot Any thought to the passage of time is ignored Now it's a couple days after meeting the alien, then BAM! all of a sudden there's only a couple hours left until zero hour Do yourself a favor and miss this movie You will make yourself stupider for having watched it The ending is particularly silly, and should have been accompanied by someone going ""Ta-Da!!!!"" as the scriptwriter just pulls something random out of his butt I think the real alien plot is that this movie sucks so bad you'll get cancer watching it If you can watch the last 10 minutes without crapping yourself (""enemies of freedom""--honestly) laughing, you're retarded",1,negativo,dataset_respaldo,kaggle_imdb,
"Si realmente realmente disfrutas de películas con las hormigas que construyen espejos de suciedad, comiendo antideslizantes, y conquistando el mundo con una narrativa de voz en voz baja, entonces esta es la película para ti. Básicamente, un par de científicos que trabajan fuera de un bio-domo se comunican con hormigas altamente inteligentes (los actores más inteligentes de esta película) en un intento por tratar de frustrar sus planes de conquista y exterminio. A lo largo de la película, los dos científicos (y una niña que rescataron de las hormigas) utilizan todo a su disposición (computadoras, tinte verde y actuación horrible), pero en vano. Supongo que simplemente no podían pagar ningún pesticida porque la película se acabaría demasiado rápido. El título de la película ""Fase IV"" es algo de un misterio. Esto no es un spoiler, pero ""Fase I"" comienza justo después de los créditos de apertura, mientras que no alcanza ""Fase IV"" hasta que finalice los créditos final. Aparentemente, el director sabía que la película sería tediosa de pasar y así colocar las fases 1 - 3 en toda la película como un tipo de informe de progreso: ""¡Cuelga en Buddy! ¡Solo 1 fase más hasta que los créditos finales!"" Como episodio MST3K, este no fue muy bueno por dos razones: 1) Este es de la temporada 0 en KTMA cuando comenzaban por primera vez, así que el Riffing no es tan bueno como en las temporadas posteriores; y 2) esta película es tan mala que ni siquiera J & TB puede aligerarla. Hay una o dos referencias de Gamera, ya que acababan de terminar de Riffing 5 Películas de Gamera. La película tiene un final de truco / sorpresa, pero estaba muy contento de llegar al final el efecto que se perdió en mí.",1,negativo,dataset_respaldo,kaggle_imdb,
"Joseph Brady y Clarence Doolittle son dos marineros, que tienen un permiso de costa de cuatro días en Hollywood.Joe, sabe todo sobre las niñas y no puede esperar a ver a Lola, mientras Clarence es Shyer y necesita algún consejo de su amigo sobre cómo conocer a las niñas. . Luego se dirige a un niño pequeño, Donald Martin, quien se ha escapado para unirse a la Marina. Lleva a su casa y se encuentra con su hermosa tía Susan, que quiere ser cantante. Claro quiere que Susie sea su chica, pero Su timidez se interpone en el camino. Pero no se siente tímido con una camarera, que viene de Brooklyn, como lo hace. Joe Joe Notices, está enamorado de Susie. Los niños están en una solución cuando se encuentran a Susie en la reunión con Un gran productor de música que ni siquiera sabe. Se están en una solución con sus sentimientos. Las anclas de Ejefe Sidney Aweigh (1945) es una gran comedia musical. Gene Kelly es de primera categoría, una vez más, en su canto y baile. Rutinas. Frank Sinatra es excelente como el chico tímido de Brooklyn.shy no es lo primero que viene a la mente cuando piensas. de Frank Sinatra, pero juega su parte bien.Kathryn Grayson es fantástica como Susan Abbott. Lamentablemente perdimos esta actriz dotada y una cantante de soprano operatica el mes pasado a la edad de 88 años. El decano de 9 años, Dean Stockwell, el asombroso trabajo es asombroso. Compañero con ganas de convertirse en un marinero. Sose Iturbi hace un gran trabajo actuando. La magia es la magia, lo que hace con el piano.edgar Kennedy juega al jefe de la estación de policía. Esa Berner es la voz de Jerry Mouse. Hay muchas cosas geniales en esta película. y algunos canto fantástico y números de baile. Mire a Kelly y Sinatra que se desempeñan ""Odiamos de irnos"". Es tan enérgico "". Si conocieras a Susie (como sé que Susie)"" es bastante divertido. Es un buen momento cuando Frank canta brahms 'Lullaby to Little Dean Stockwell.it es encantador escuchar a Grayson cantando el tango ""celos"". La secuencia más memorable es la que lleva el mundo de la fantasía animada, y hay cantos y bailes genéticos con Jerry Mouse. También se ve Tom Cat. allí como el mayordomo. Originalmente como Ked Mickey Mouse, pero se negó. La película fue nominada a cinco Oscar, pero Georgie Stoll obtuvo uno para la puntuación de la música original. Los asombrosos son algunos de entretenimiento de clase alta.",5,positivo,dataset_respaldo,kaggle_imdb,
"Desde el director Barbet Schroder (reversión de la fortuna), creo que vi un poco de esto en mi clase de estudios de medios, y reconocí la actriz principal, así que lo intenté, a pesar de la calificación de los críticos. Básicamente, el chico fresco Richard Haywood (la mitad de Ryan Gosling de Nelson) y el equipo de Justin Pendleton (Michael Pitt de Bully's Michael Pitt) hasta asesinar a una chica aleatoria para desafiarse a sí mismos y ver si pueden salirse con ella sin que la policía lo encuentre. Investigar el asesinato es Homicide Detective Cassie 'The Hyena' Mayweather (Sandra Bullock) con el nuevo socio Sam Kennedy (Ben Chaplin), que se desconecta bastante por la evidencia encontrada en la escena, por ejemplo, por ejemplo. Pelos no relacionados. El plan no parece ir completamente bien porque Cassie y Sam hacen bastante rápido a Richard o Justin como sospechosos, es solo una cuestión de si pueden eliminarlos. También protagonizando a Agnes Bruckner como Lisa Mills, Chris Penn como Ray Feathers, R.D. Llamada como Capitán Rod Cody y Tom Verica como Asst. D.A. Al Swanson. Ahora puedo ver el mismo concepto que la cuerda de Sir Alfred Hitchcock con el asesinato por una cosa de desafío, pero esta película lo hace de una manera muy tonta, y ni siquiera un buey razonablemente bueno puede salvarlo de ser aburrido y predecible. ¡Adecuado!",1,negativo,dataset_respaldo,kaggle_imdb,
"Things to Come is an early Sci-Fi film that shows an imagined world, or ""Everytown"" through 100 years You can break it up into about 4 different scenes or parts The film spans from 1940 to 2036 and is mainly about how this ruler or the ""Boss"" wanted to get the capability to fly in airplanes again, after Everytown was bombed and war broke outThis film only has about 3 faults: it's audio is muddy and video had some quirks, the characters aren't deep at all, and the overall plot isn't altogether solid The plot is lacking something that I can't put my finger on it just seems a little ""fluffy"" But if you love sci-fi and are interested in what HG Wells though might happened in the next hundred years, this is a must see It's worth seeing just to learn of what everyone was fearing: a long, drawn-out war, because they were just about to go to war with Germany, and there was a threat of biological weapons and everythingThings to Come is a pretty good movie that most people need to see once",5,positivo,dataset_respaldo,kaggle_imdb,
"Débil, rancio, cansado, cliched;Quiere ser instinto básico, pero pierde la oportunidad después de la oportunidad de nuevas perspectivas, nuevas ideas.Insípido, trillado, grotesco, y sin el valor posiblemente redentor de la brevedad;Oh, espera ... Solo quedaban 90 minutos ... ¡debe tener solo * parecía * mucho más tiempo!Prefiero limpiar los inodoros de la estación de autobuses con mi cepillo de dientes que tener que sentar esto nuevamente.Estoy expresando una opinión aquí: supongo que esto significa que no me gustó.",1,negativo,dataset_respaldo,kaggle_imdb,
"Una palabra puede describir esta película y eso es raro.Grabé esta película un día porque era una animación japonesa y era vieja, así que pensé que sería interesante.Bueno, fue, la película trata sobre un niño que viaja el universo para obtener un cuerpo de metal para poder buscar venganza.En la forma en que conoce personajes muy coloridos y, en última instancia, debe decidir si quiere el cuerpo o no.Muy extraño, si usted es un fanático de la animación / ciencia ficción, es posible que desee revisar esto.",5,positivo,dataset_respaldo,kaggle_imdb,
"While i was the video store i was browsing through the one dollar rentals and came upon this little gem I don't know what it was about it but i just had a gut instic about it and wow was i ever rightThe story centers around two girls who have just survived a school shooting One of the girls is Alicia a teenage reble who is the only witness for the full attack and another is Deanna another survivor who survived a bullet to the head by some miracle Thrown together by fate, they slowly begin a painful and beautiful display of healing and moving onI just hate it when amazing movies fall through the cracks Because wow what a performance by Busy Phillips and Erkia Christensen not to mention the rest of the cast! My only complaint is that the DVD was sorely lacking in special features Oh and some of the jump cuts in the movie were kind of jarring But all in all a excellent movie",5,positivo,dataset_respaldo,kaggle_imdb,
"Esta película es simplemente una de las peores películas jamás hechas y es una condenada acusación no solo a la industria cinematográfica británica, sino también los hacks sin talento en el trabajo de hoy. ¿La película no solo obtuvo la distribución general, también cuenta con un buen elenco de actores británicos, así que lo que salió mal? No lo sé y simplemente no me importa lo suficiente como para participar con el debate porque la película era tan terrible que no merece ningún pensamiento. Tenga cuidado y mantente alejado de esta basura. Pero aparentemente necesito escribir diez líneas de texto en esta revisión, así que podría detallar la trama. Un nob de un hombre está configurado por su amiga y compañero de trabajo de su padre de la compañía de su padre y, por lo tanto, lleva a un encuentro con la mafia rusa y los acentos dudosos y los estúpidos, los giros / dispositivos. Debería haber pedido mi dinero, pero quizás todavía todavía estaba en shock de la experiencia. Si quieres una buena película de crimen, observa los sospechosos habituales o el padrino, qué pasa con la cerradura, las acciones ... eso es el pico de la película del crimen británico contemporáneo .....",1,negativo,dataset_respaldo,kaggle_imdb,
"No comentaré mucho, ¿qué es?Personajes de estereotipo, ignorancia absoluta sobre la realidad de Colombia, escena de Mise en Mise, mala elección de color, no gracioso (se supone que es una comedia y esperan que se ríe porque algo de música distinge está al lado de las escenas de tonterías), la dirección de los actores muy pobres (Si ves en algún lugar de esas personas, me refiero a los intérpretes, sabrás que al menos son buenos, pero al ver esto, así que llama a la película, es imposible de adivinarlo), te cansas de la música ... esta ""comedia""No tiene ritmo, el único buen ritmo en él, es el rap cantar en los créditos finales ... Patético, ¿no es así?etc ... etc ... ¡ha pasado mucho tiempo que no he visto una película tan mala !!",1,negativo,dataset_respaldo,kaggle_imdb,
"Esta película es un disturbio. No puedo recordar la última vez que tuve un buen rato en el cine. He visto algunas buenas comedias en mi tiempo y, por lo general, son bastante divertidas. Pero este es una pared a pared grandes líneas. Creo que lo mejor en el show es la última película que me reí tan fuerte y mucho. La película no fue de parada hasta el final cuando hicieron los 5 minutos de la trama sentimental. Aparte de eso, es un barrer constante de un revestimiento y situaciones tontas. Me gustaría volver a verlo antes de que salga del teatro porque esto es como las películas de Zucker donde no obtienes todas las bromas la primera vez. Tienes que verlo dos o tres veces para conseguirlo todo en.Asc. A pesar de la película real, podría haber usado una mejor edición, en momentos en momentos, pero tenemos que perdonarnos por eso. Todos los personajes son geniales. No es como una película de Adam Sandler, donde intenta ser divertido y todos los demás sufre a su alrededor y es el trasero de la broma. Creo que recordaré todos los personajes principales durante los próximos años porque todos son tan agradables. No hay víctimas en esta película. Además, gracias a Dios, obtuvieron una actriz de 45 años para jugar a su novia. Catherine Keener la juega y ella es una novia en esta película. Solo desearías que las mujeres les guste realmente existían. Ella no es un ""10"" como algunas de las otras damas principales, pero de alguna manera su sonrisa es más cálida que Julia Roberts Overdone Overbite. Si ve que el trailer de esta película, es posible que no piense demasiado. Te aseguro, el trailer no lo hace justicia. No regalan todos los buenos bromas. Solo algunos de los mediocres. Oh y una cosa más. Espero que los críticos pongan esto en su lista de diez primeros. Muchos de ellos se quejan de que las comedias no obtienen el reconocimiento que merecen y luego al final del año no lo ponen en su lista. Esto significa que EBERT !!!",5,positivo,dataset_respaldo,kaggle_imdb,
"Una historia de FEY de un intento marciano de colonizar la Tierra. (Las cosas deben ser bastante malas en Marte). Dos soldados estatales investigan la escena de un accidente de OVNI reportado. Todo lo que aterrizó está enterrado bajo el hielo en el estanque de Tracy, pero hay pasos en la nieve que conducen a un restaurante cercano. El comensal no ha tenido clientes desde las once de la mañana. Ahora hay un puñado de pasajeros de autobuses sentados esperando el permiso para cruzar un puente estructuralmente débil. El conductor del autobús insiste en que seis pasajeros estaban a bordo del autobús, aunque no se dio cuenta de quién eran. El problema es que ahora hay siete personas esperando que se reanude el viaje. Uno de ellos es un extraterrestre, pero ¿cuál? Todos ellos son sospechosos. Ahí está el loco viejo (Jack Elam), por supuesto, que parece ejercer un ingenio sub Rosa. Hay un empresario destacado que debe llegar a Boston (John Hoyt). Una joven pareja en su luna de miel. (Actuación execrable por parte del marido, Ron Kipling.) A excepción de las parejas, nadie ha notado a nadie más. E incluso las parejas son sospechosas entre sí. Novia al marido recién acuñado: ""Podría haber jurado que tuviste un lunar en tu barbilla"". La historia continúa de una manera sincronamente pero ligeramente espeluznante: el teléfono suena sin ninguna razón, las luces se encienden y desactivan, la caja de Juke se enciende, y nada de eso se debe tomar en serio. Es un conjunto de ensemblores completamente agradables. Y la revelación climática vale la pena una risita. No hay ""profundidad"" discernible. No es un mensaje moral sobre las personas que puedas enmascarar como ciudadanos normales. No es una advertencia de ningún tipo, solo un cuento de hadas que desvía y se divierte. Siempre disfruto cuando está encendido. Es especialmente interesante ver a John Hoyt como el hombre de negocios irritable e impaciente, sabiendo que en 1954 fue el senador romano que planeó el asesinato de Julio César en la versión de MGM de la obra de Shakespeare. Y aquí está, con tres brazos .Oops.",5,positivo,dataset_respaldo,kaggle_imdb,
"Es raro que sea necesario escribir una reseña en este sitio, pero esta película es muy merecida debido a lo mal que se creó, y cómo era el sesgo su producto. Sentí un intento distinto de la parte de los cineastas a Muestra la familia palestina como borásica y no confiable. Los escuchamos discutir la tristeza que sienten de la opresión, pero la película se dispara y está dispuesta de una manera que sentimos que la población políticamente oprimida es la población israelí judía. No vemos ninguna evidencia de que paralelelo la posición del adolescente palestino. Solo escuchamos de otros palestinos en prisión. Entiendo que las restricciones están en su lugar, pero la naturaleza política de las restricciones está diseñada para prevenir la paz. Salí de la película que sintió que la madre de la víctima era egoísta en su luto y completamente cerrada, debido a su lado de la cerca, por así decirlo. Ella continuó no está dispuesta a ver el dolor de los padres del bombardero, y sus palabras enojadas y de mente cerrada hicieron que la reunión final fuera de control. Es más realista, en mi mente, ver la mentalidad israelí para ser una raíz del problema; Puta para la comprensión y la libertad, las solicitudes ignoradas de reconocimiento por el proceso por el cual la población judía adquirió la tierra. He dado esto a dos a causa de estas debilidades egoístas de la Madre, que normalmente sería admirable en un documental, sin embargo, en el documental. Luz de la falta de imparcialidad, todo parece explotador. También para las malas ediciones, la falta de fondo en la instancia real, y finalmente la falta de representación adecuada del lado palestino. En última instancia, es un documental pobre y una película pobre. Reconozco que esto es parcialmente el resultado de la situación política, pero estoy obligada a observar las fallas en la dirección, independientemente del sujeto desgarrador y triste.",1,negativo,dataset_respaldo,kaggle_imdb,
"Relentless like one of those loud action movies The entire cast seems to be on speed I didn't quite get the director's intentions if any I wonder if she's ever seen a Stanley Donen, Vincent Minnelli or even a George Sidney musical Structure, please! This is one hell of a mess and I loved Abba The costumes the unflattering photography - unflattering towards the actors but loving towards the locations) The one thing that makes the whole thing bearable is the sight of Meryl Streep making a fool of herself No chemistry with her friends (Christine Baranski and Julie Walters) think of Streep with Lily Tomlyn in the Altman film and you'll understand what I was hoping for I was embarrassed in particular by Pierce Brosnam and Colin Firth The audience, however, seemed to enjoy it so it probably it's just me",1,negativo,dataset_respaldo,kaggle_imdb,
"Esta película hace un gran trabajo para explicar los problemas que enfrentamos y los temores que teníamos antes de poner al hombre en el espacio.Como historia de vuelo espacial, todavía se usa hoy en las aulas que pueden obtener una de las huellas raras de ella.Disney lo ha mostrado en ""Vault Disney"" y desearía que lo hicieran de nuevo.",5,positivo,dataset_respaldo,kaggle_imdb,
"En una alternativa a la década de 1950, donde se encuentra un brote de los no muertos (causados ​​por un misterioso ""polvo espacial"") mediante el uso de collares electrónicos especiales, un joven solitario, Timmy, encuentra a un amigo en Fido (Billy Connelly), su El zombie domesticado recientemente adquirido de la familia se convierte rápidamente en un padre sustituto a Timmy, cuyo verdadero padre no puede expresar adecuadamente su amor por su hijo (o por su esposa caliente a trote, interpretado por el magnífico Carrie-Anne Moss) haber sido Psicológicamente cicatrizado como un niño (cuando se vio obligado a disparar a su propio padre, ¡que intentó comerlo!). Timmy se encuentra en un lugar de molestia, sin embargo, cuando el collar de su pícola PAL continúa con el parpadeo, y ataca y mata a un vecino mayor. Con las autoridades de Fido's Trail, problemas para elaboración con un par de intimidones locales, y su madre formando un vínculo con su ayuda de la casa no muerta, ¿podrá TIMMY a su nuevo amigo encontrado? Una refrescante toma en todo el zombie Schtick , Fido es una comedia completamente entretenida y deliciosamente oscura que debería atraer a cualquiera con un sentido del humor ligeramente torcido. Tomando el romero zombie-verso y trasplantándolo en la década de 1950, la pequeña ciudad de América es un golpe de genio, y el resultado es simplemente una de las películas más originales para abordar todo el tema ""malimado"" que he visto. El Fido es un cinemático. Zombie digna de inclusión en el Salón de la Fama de la película de los no muertos, junto con el Día de los Muertos, y el regreso de los muertos de Vivernas Tarman; No es a menudo que siento empatía por un cadáver de caminata, ¡pero el gran rendimiento de Yin está tan bien que en realidad me encontré enraizando la gran bolsa azul de Pus! El resto del elenco también da actuaciones encomiables, con el joven K'sun Ray (como Timmy) y la Sra. Messis merecen rayos especiales, porque, para uno tan joven, se pone en un giro particularmente asegurado, y musgo porque ella es tan sangriento delicioso! Esta es la tercera película de Zombie que he visto esta semana (los otros son el terror del planeta un tanto decepcionante y el vuelo bastante divertido de los muertos vivos), y, para mi sorpresa, también es la mejor. El director Andrew Currie ha dado a los fanáticos del género, algo verdaderamente original para atesorar y es un talento que debe observarse en el futuro.8.5 de 10, redondeado hasta 9 para IMDb.",5,positivo,dataset_respaldo,kaggle_imdb,
