texto,calificacion,polaridad,tipo_lugar,fuente,fecha,texto_limpio
"Habiendo sido un marine, puedo decirles que el D.I.Es tan preciso un retrato hasta la fecha que representa a Marine Corp Boot Camp y cómo los niños se convierten en hombres.Jack Webb es excelente como sgt.jim Moore, un instructor de perforación difícil, pero justo en la isla de París, Carolina del Norte.El cine se centra en un recluta que no parece ""conseguir con el programa"".Una película más reciente, la chaqueta de metal completa, también muestra la vida en la formación básica y vale la pena visualizar.",5,positivo,dataset_respaldo,kaggle_imdb,,habiendo sido un marine puedo decirles que el dies tan preciso un retrato hasta la fecha que representa a marine corp boot camp y cómo los niños se convierten en hombresjack webb es excelente como sgtjim moore un instructor de perforación difícil pero justo en la isla de parís carolina del norteel cine se centra en un recluta que no parece conseguir con el programauna película más reciente la chaqueta de metal completa también muestra la vida en la formación básica y vale la pena visualizar
"Cada palabra de gran alabanza cayó un poco antes de la altura de esta película. Esta película es el verdadero ejemplo de cómo debería ser una película de terror psicológica. La trama parece ser un poco confusa en la primera vista, pero definitivamente explicará un poco sobre lo que está pasando y realmente desea verlo por segunda vez. Pero después de la segunda vista, comenzará a unirse a las piezas juntas y luego sabrá cuán increíble puede ser una película. Una palabra de consejos para los fanáticos de Slasher Flick permanezca alejado de esta película. Esta no es la película de Slasher Adolescente tonto, en la que simplemente apagas tu cerebro y te sientas frente a la pantalla solo para ver Big B ** BS y mucha sangre. Si quieres aumentar el factor de horror psicológico de esta película. Luego vea todo solo con un gran sistema de cine en casa que admite Dolby Digital o DTS 5.1, sin ninguno de sus amigos maleducados que agrietan las bromas en una situación realmente tensa. Y no se olvide de apagar la luz. My Puntos en diferentes aspectos: -Dirección = 9/10 Actuación = 8/10 Atmósfera = 10/10 Efecto de sonido = 9 / 10TOTAL = 9/10",5,positivo,dataset_respaldo,kaggle_imdb,,cada palabra de gran alabanza cayó un poco antes de la altura de esta película esta película es el verdadero ejemplo de cómo debería ser una película de terror psicológica la trama parece ser un poco confusa en la primera vista pero definitivamente explicará un poco sobre lo que está pasando y realmente desea verlo por segunda vez pero después de la segunda vista comenzará a unirse a las piezas juntas y luego sabrá cuán increíble puede ser una película una palabra de consejos para los fanáticos de slasher flick permanezca alejado de esta película esta no es la película de slasher adolescente tonto en la que simplemente apagas tu cerebro y te sientas frente a la pantalla solo para ver big b bs y mucha sangre si quieres aumentar el factor de horror psicológico de esta película luego vea todo solo con un gran sistema de cine en casa que admite dolby digital o dts sin ninguno de sus amigos maleducados que agrietan las bromas en una situación realmente tensa y no se olvide de apagar la luz my puntos en diferentes aspectos dirección actuación atmósfera efecto de sonido total
"Ken Burns '""Baseball"" es un documental decente ... Presenta un claro origen del juego, una gran representación de los primeros años y los héroes del béisbol. Hay mucho en esta película para cualquier fanático de béisbol ... Dicho esto, la película tiene varios defectos deslumbrantes. 18 horas es demasiado largo para la capacidad de atención humana. Está claro que las quemaduras estiran su película para adaptarse a su concepto de ""nueve entrada"". Ni siquiera es un apretado 18 horas ... el ritmo en cada segmento es lento, casi moroso ... la música siempre nostálgica y melancólica. ¿No es el béisbol alguna vez emocionante y divertido? ¿Por qué cada jugador y sus logros presentados en forma de tragedia? Talking Head Después de hablar cabeza, gire cada lanzamiento en una angustia emocional, yakking sobre el béisbol como una metáfora, el béisbol como americana, la psicología y la teología del béisbol ... ¡suficiente! Esto es syrupy, Mawkish Drivel. Billy Crystal está aquí para vendernos a todos los Yankee Hokum que nos ha vendido antes. Ken Burns usa el himno nacional como la ""canción temática de la serie, y logra jugar"" Llévame a la pelota de pelota "". Tantas veces que puedas vomitar. Lo conseguimos, Dude.Corly Burns es un faux-Liberal de Neo-Hollywood, por lo que pasa probablemente un tercio de la película sobre las ligas negras ... Estos segmentos se gastan a los blancos castillados de ayer por no ser tan abiertos como Kenny. es hoy. ¡Para vergüenza! ¡Chide el béisbol por estar segregado en los años treinta y cuarenta, pero no se da cuenta de que América se segregó en aquellos tiempos! Las quemaduras caen de cabeza sobre los talones enamorados de Buck O'Neil, un ex jugador de la liga negra, y babeos sobre cada pieza de pies en los que los ancianos O'Neil coheran poéticos sobre sus días de juego. Sin sentido ... quemaduras habrían sido mejores con un adulto para ayudarlo a editar su creación. ""Béisbol"", terminó como blandos, aérgicos, propaganda de derechos civiles disfrazados de americana. Está claro que las quemaduras no es un fanático de béisbol ... De lo contrario, él sabría que observamos los juegos riendo y animando, no llorando y recitando soliloquias ... ¿estás escuchando, señor Burns? No hay llorando en el béisbol.",1,negativo,dataset_respaldo,kaggle_imdb,,ken burns baseball es un documental decente presenta un claro origen del juego una gran representación de los primeros años y los héroes del béisbol hay mucho en esta película para cualquier fanático de béisbol dicho esto la película tiene varios defectos deslumbrantes horas es demasiado largo para la capacidad de atención humana está claro que las quemaduras estiran su película para adaptarse a su concepto de nueve entrada ni siquiera es un apretado horas el ritmo en cada segmento es lento casi moroso la música siempre nostálgica y melancólica no es el béisbol alguna vez emocionante y divertido por qué cada jugador y sus logros presentados en forma de tragedia talking head después de hablar cabeza gire cada lanzamiento en una angustia emocional yakking sobre el béisbol como una metáfora el béisbol como americana la psicología y la teología del béisbol suficiente esto es syrupy mawkish drivel billy crystal está aquí para vendernos a todos los yankee hokum que nos ha vendido antes ken burns usa el himno nacional como la canción temática de la serie y logra jugar llévame a la pelota de pelota tantas veces que puedas vomitar lo conseguimos dudecorly burns es un fauxliberal de neohollywood por lo que pasa probablemente un tercio de la película sobre las ligas negras estos segmentos se gastan a los blancos castillados de ayer por no ser tan abiertos como kenny es hoy para vergüenza chide el béisbol por estar segregado en los años treinta y cuarenta pero no se da cuenta de que américa se segregó en aquellos tiempos las quemaduras caen de cabeza sobre los talones enamorados de buck oneil un ex jugador de la liga negra y babeos sobre cada pieza de pies en los que los ancianos oneil coheran poéticos sobre sus días de juego sin sentido quemaduras habrían sido mejores con un adulto para ayudarlo a editar su creación béisbol terminó como blandos aérgicos propaganda de derechos civiles disfrazados de americana está claro que las quemaduras no es un fanático de béisbol de lo contrario él sabría que observamos los juegos riendo y animando no llorando y recitando soliloquias estás escuchando señor burns no hay llorando en el béisbol
"He visto esta película innumerables veces, y nunca dejé de ser encantado por su sencillez hogareño, sinceridad y bondad.Grandes caracterizaciones de todos los elencos, y los encantadores pequeños trenes de vapor que desempeñan un papel de apoyo tan importante. Confieso que me enamoré de Roberta en 1970, y todavía me toca hoy.Se muestra en la televisión en Nueva Zelanda el día de Navidad, el mejor regalo que podría haber tenido.",5,positivo,dataset_respaldo,kaggle_imdb,,he visto esta película innumerables veces y nunca dejé de ser encantado por su sencillez hogareño sinceridad y bondadgrandes caracterizaciones de todos los elencos y los encantadores pequeños trenes de vapor que desempeñan un papel de apoyo tan importante confieso que me enamoré de roberta en y todavía me toca hoyse muestra en la televisión en nueva zelanda el día de navidad el mejor regalo que podría haber tenido
"Si solo había leído la revisión de Alex Sander (SIC) aquí en lugar de analizar la calificación de más de 6 de una selección de la opción de visualización ignorante, no habría visto esta profanación. Alien era un horror fantástico, dramático y bien hecho. El depredador fue un gran desastre de ciencia ficción / acción. Realmente solo tengo la culpa de mí, ya que vio a 'Alien contra depredador'. También tiene una calificación promedio de más de 6 estrellas de los conocedores de películas que frecuentan este sitio. Lectura ahora, si tiene algún temor de que esta trama de suspenso montada se arruine por usted. Por el principio, esta película fue ridícula. No se ofreció ninguna explicación para el buque de depredadores invadido / no se invierte por los alienígenas. Ok, así que tal vez volvieron a tirar a los alienígenas a la Tierra para cazarlos y algo salió mal, pero ¿cómo resultó en un híbrido alienígena / depredador y por qué el resto de la tripulación no se dio cuenta antes de su gran tecnología? El comienzo fue en realidad la parte más coherente e interesante de la película porque tuvimos una idea de quién era quién o qué era qué y quizás por qué. A partir de entonces se vuelve realmente ridículo. Siempre dejo mi incredulidad estrictamente suspendida por encima de la puerta de la pantalla antes de entrar y recogerla en la salida. No pude aquí. Un padre y el hijo están cazando en el bosque. El accidente de barco dañado aterriza a (desde la vista dada), calcularía a las 10 millas extrañas de distancia a través de la espesa bosque. El hombre y el niño rastrean solo y encuentran el barco y se abra la cara. Incluso en este punto, se siente muy poco por ellos, principalmente porque los huggers del rostro son casi cómicos en lugar de aterrador en su movimiento y acciones, y el padre parece un Muppet de Redneck Muppet de tanta irresponsable. El escenario de tipo thriller se introduce con una Ex-Con volver a la ciudad cerca del sitio de Crash para ser recibido por su amigo un tanto sin emociones, aburrido, ahora amigo del autobús. Cuando digo, presentado, me refiero a un débil intento de los actores de la mierda y no se reproduce ningún sentimiento. Luego se introduce un elemento de slasher / horror con una chica sexy y el individuo supuestamente nerd o de alguna manera, un tipo lindo indeseable que es golpeado por el tipo de protectora, loco y desagradable (deportista estadounidense, no un hombre escocés). Oh, el chico lindo / no lindo es el hermano ex-con por cierto. Sí, son inteligentes, estos Hermanos Directores cuyo nombre investigaré para evitar cualquier otra mierda, lo hagan de nuevo. Luego, una inversión de papel moderno, un intento tan aburrido en PC, la introducción de caracteres de tipo de credencial de Ripley viene con una mujer soldado que regresa a casa a su esposo y su hijo. ¿Qué sucede a continuación? No le diré mucho más sobre lo real (sonríe, tristemente para sí mismo acerca de la desaparición de la narración de la narración de la gran mayoría de las películas recientes), en caso de que haya llegado tan lejos y no sea la estrella más brillante en el universo alienígena. .El depredador es estúpido por las razones declaradas por el póster anterior cuyo poste leí demasiado tarde. Los alienígenas son aburridos. El depredador-alien es ridículo. La acción es a veces explotadora, gratuita, asquerosa sin sentido. La escena del hospital con las madres embarazadas.!?! Oh, me sorprendió bien. ¿Sorprendido por lo baja que algunas personas irán a obtener qué? ¿Un susto? Algún shock? ¿Para titularse el perverso? ¿Qué? Si realmente quisiste shock, titulaba y asustan a las personas que no están embarazadas o esperan padres o que no tienen almas, ¿por qué no solo tener al alienígena / depredador quemando las mujeres y las adolescentes saucidas en lugar de matarlos? Los personajes no tienen profundidad y tampoco la trama. Está filmado y ritmo mal. Está actuado por personas desinteresadas, no que pueda culparlas. Además, empaña a dos conjuntos bastante interesantes y buenos de caracteres de ciencia ficción. Esta película fue de basura y, si ganas de disfrutar, realmente tengo que preocuparme por ti. Si no lo has visto, entonces, por favor, haga su propia decisión. PS. Incluso mencioné la forma en que todos los soldados entrenados mueren en unos 20 segundos, mientras que los civiles aficionados sobreviven en todo momento.",1,negativo,dataset_respaldo,kaggle_imdb,,si solo había leído la revisión de alex sander sic aquí en lugar de analizar la calificación de más de de una selección de la opción de visualización ignorante no habría visto esta profanación alien era un horror fantástico dramático y bien hecho el depredador fue un gran desastre de ciencia ficción acción realmente solo tengo la culpa de mí ya que vio a alien contra depredador también tiene una calificación promedio de más de estrellas de los conocedores de películas que frecuentan este sitio lectura ahora si tiene algún temor de que esta trama de suspenso montada se arruine por usted por el principio esta película fue ridícula no se ofreció ninguna explicación para el buque de depredadores invadido no se invierte por los alienígenas ok así que tal vez volvieron a tirar a los alienígenas a la tierra para cazarlos y algo salió mal pero cómo resultó en un híbrido alienígena depredador y por qué el resto de la tripulación no se dio cuenta antes de su gran tecnología el comienzo fue en realidad la parte más coherente e interesante de la película porque tuvimos una idea de quién era quién o qué era qué y quizás por qué a partir de entonces se vuelve realmente ridículo siempre dejo mi incredulidad estrictamente suspendida por encima de la puerta de la pantalla antes de entrar y recogerla en la salida no pude aquí un padre y el hijo están cazando en el bosque el accidente de barco dañado aterriza a desde la vista dada calcularía a las millas extrañas de distancia a través de la espesa bosque el hombre y el niño rastrean solo y encuentran el barco y se abra la cara incluso en este punto se siente muy poco por ellos principalmente porque los huggers del rostro son casi cómicos en lugar de aterrador en su movimiento y acciones y el padre parece un muppet de redneck muppet de tanta irresponsable el escenario de tipo thriller se introduce con una excon volver a la ciudad cerca del sitio de crash para ser recibido por su amigo un tanto sin emociones aburrido ahora amigo del autobús cuando digo presentado me refiero a un débil intento de los actores de la mierda y no se reproduce ningún sentimiento luego se introduce un elemento de slasher horror con una chica sexy y el individuo supuestamente nerd o de alguna manera un tipo lindo indeseable que es golpeado por el tipo de protectora loco y desagradable deportista estadounidense no un hombre escocés oh el chico lindo no lindo es el hermano excon por cierto sí son inteligentes estos hermanos directores cuyo nombre investigaré para evitar cualquier otra mierda lo hagan de nuevo luego una inversión de papel moderno un intento tan aburrido en pc la introducción de caracteres de tipo de credencial de ripley viene con una mujer soldado que regresa a casa a su esposo y su hijo qué sucede a continuación no le diré mucho más sobre lo real sonríe tristemente para sí mismo acerca de la desaparición de la narración de la narración de la gran mayoría de las películas recientes en caso de que haya llegado tan lejos y no sea la estrella más brillante en el universo alienígena el depredador es estúpido por las razones declaradas por el póster anterior cuyo poste leí demasiado tarde los alienígenas son aburridos el depredadoralien es ridículo la acción es a veces explotadora gratuita asquerosa sin sentido la escena del hospital con las madres embarazadas oh me sorprendió bien sorprendido por lo baja que algunas personas irán a obtener qué un susto algún shock para titularse el perverso qué si realmente quisiste shock titulaba y asustan a las personas que no están embarazadas o esperan padres o que no tienen almas por qué no solo tener al alienígena depredador quemando las mujeres y las adolescentes saucidas en lugar de matarlos los personajes no tienen profundidad y tampoco la trama está filmado y ritmo mal está actuado por personas desinteresadas no que pueda culparlas además empaña a dos conjuntos bastante interesantes y buenos de caracteres de ciencia ficción esta película fue de basura y si ganas de disfrutar realmente tengo que preocuparme por ti si no lo has visto entonces por favor haga su propia decisión ps incluso mencioné la forma en que todos los soldados entrenados mueren en unos segundos mientras que los civiles aficionados sobreviven en todo momento
"A pesar de que vi esta película cuando era muy joven, ya sabía la historia de Wild the Thief-Taker y Shepherd que escapó famoso de la prisión de Newgate.Apart desde la Liberty tomada justo al final, la película más o menos fielmente sigue la película.historia verdadera.La tentación de doblar los hechos que es el sello distintivo de tantas llamadas películas históricas se resisten en esta película y los cineastas deben ser alabados para esa.de las actuaciones, apenas hay un desempeño deficiente, y Tommy Steele es idealmente unido.También es bueno, Stanley Baker, ya que el taker del ladrón y Alan Badel es bueno como siempre. Porque la película se adhiere a los hechos, lo hace adecuado para ser visto por toda la familia.",5,positivo,dataset_respaldo,kaggle_imdb,,a pesar de que vi esta película cuando era muy joven ya sabía la historia de wild the thieftaker y shepherd que escapó famoso de la prisión de newgateapart desde la liberty tomada justo al final la película más o menos fielmente sigue la películahistoria verdaderala tentación de doblar los hechos que es el sello distintivo de tantas llamadas películas históricas se resisten en esta película y los cineastas deben ser alabados para esade las actuaciones apenas hay un desempeño deficiente y tommy steele es idealmente unidotambién es bueno stanley baker ya que el taker del ladrón y alan badel es bueno como siempre porque la película se adhiere a los hechos lo hace adecuado para ser visto por toda la familia
"Aunque la mayoría de los estadounidenses tienen poco conocimiento de su trabajo que no sea Star Wars, Alec Guinness produjo un increíble cuerpo de trabajo, especialmente en la década de 1940, 1950, que van desde los dramas hasta las comedias peculiares. Particularmente amo a sus comedias, ya que están tan bien hechas y parecen tan naturales y reales en la pantalla, muy diferentes de la tarifa habitual de Hollywood. Esto se dice, esta fue la película que encendió mi interés en estas películas. Es una trama era tan extraña y linda que es muy improbable que se hubiera hecho la película, excepto los estudios de Ealing, que tuvieron una cariño particular de las películas de ""Little"" como esta ..guinness es un pequeño científico nerd que trabaja para Una empresa textil. ¡Quiere experimentar para crear un tejido sintético que sea indestructible, aunque no está trabajando para la compañía como investigador, sino para el trabajo de limpieza! Entonces, tiende a escabullirse en los laboratorios (ya sea durante el día si nadie sospecha o por la noche) y probar su mano en la invención. En repetidas ocasiones, es atrapado (como después de soplar el laboratorio) y le dio la bota hasta que un día realmente logra. Luego, a pesar de la importancia del descubrimiento, establece una cadena de eventos completamente imprevistos, y luego comienza la diversión. La película es una maravillosa sátira que se burla de la diversión en la industria, los sindicatos, el gobierno y la gente en general.",5,positivo,dataset_respaldo,kaggle_imdb,,aunque la mayoría de los estadounidenses tienen poco conocimiento de su trabajo que no sea star wars alec guinness produjo un increíble cuerpo de trabajo especialmente en la década de que van desde los dramas hasta las comedias peculiares particularmente amo a sus comedias ya que están tan bien hechas y parecen tan naturales y reales en la pantalla muy diferentes de la tarifa habitual de hollywood esto se dice esta fue la película que encendió mi interés en estas películas es una trama era tan extraña y linda que es muy improbable que se hubiera hecho la película excepto los estudios de ealing que tuvieron una cariño particular de las películas de little como esta guinness es un pequeño científico nerd que trabaja para una empresa textil quiere experimentar para crear un tejido sintético que sea indestructible aunque no está trabajando para la compañía como investigador sino para el trabajo de limpieza entonces tiende a escabullirse en los laboratorios ya sea durante el día si nadie sospecha o por la noche y probar su mano en la invención en repetidas ocasiones es atrapado como después de soplar el laboratorio y le dio la bota hasta que un día realmente logra luego a pesar de la importancia del descubrimiento establece una cadena de eventos completamente imprevistos y luego comienza la diversión la película es una maravillosa sátira que se burla de la diversión en la industria los sindicatos el gobierno y la gente en general
"El desempeño de Victor Mclaglen es uno de los mejores de historia del cine. Creo que todos podemos sentir por ""Gypo"" porque todos hemos luchado con lo que es correcto y lo que no está y ha estado equivocado.Esta fue una de las primeras fotos de la Casa Art-House para ser lanzada por un importante estudio de la película American Movie (RKO Radio Fotografías). La cinematografía de JosePh H. August está en su mejor momento aquí.Sin embargo, la impresionante porción de August se pasó por alto;No recibió la nominación al Oscar, se merecía con razón. Este es un drama psicológico, con pensamiento, filosofía, tristeza, todos transmitidos con la menor cantidad de palabras posible.",5,positivo,dataset_respaldo,kaggle_imdb,,el desempeño de victor mclaglen es uno de los mejores de historia del cine creo que todos podemos sentir por gypo porque todos hemos luchado con lo que es correcto y lo que no está y ha estado equivocadoesta fue una de las primeras fotos de la casa arthouse para ser lanzada por un importante estudio de la película american movie rko radio fotografías la cinematografía de joseph h august está en su mejor momento aquísin embargo la impresionante porción de august se pasó por altono recibió la nominación al oscar se merecía con razón este es un drama psicológico con pensamiento filosofía tristeza todos transmitidos con la menor cantidad de palabras posible
"¿Cómo tomas un elenco de actores experimentados y conocidos, y juntas una película tan estúpida? Nimrod Antel tiene la respuesta: blindada. Seis compañeros de trabajo en un negocio de automóviles blindados deciden robar un gran envío de efectivo. Pero, al igual que ellos llegan a la primera base con sus planes, todo lo desenreda rápidamente. Con una parcela como esta, pensarías que no podía ser demasiado malo, al menos para una película de acción. Sin embargo, en los primeros 40 minutos o más de esta película, vemos lo que parece ser de 6 tipos normales, todos los días. Bromean, se ríen, tienen unas copas juntas, etc. Entonces, de repente aprendemos que planean robar su propio negocio. El héroe, (Colón corto), es absorbido en el esquema debido al frío y cruel mundo, a pesar de que es un veterano decorado, un buen tipo y un empleado confiable. Oh mi, oh mi! Luego, en los últimos 40 minutos de la película, estos antiguos chicos regulares casi se convierten en psicos enloquecidos con dinero, dispuestos a carnizar entre sí por dinero. En las últimas escenas Mike, (Matt Dillon), pasa a un rampaje suicida por ninguna otra razón que matar a su antiguo amigo. El espectador no tiene sugerencia antes de que termine de que estos hombres son este despiadado y sediento de sangre. Es absolutamente increíble y la ""película B"" es casi demasiado amable para este tipo de parcela queso. Yo diría que no pierdas el tiempo, muy mal, nadie le dio a Laurence Fishburne, Jean Reno o Fred Ward el mismo consejo antes de hacer esta foto.",1,negativo,dataset_respaldo,kaggle_imdb,,cómo tomas un elenco de actores experimentados y conocidos y juntas una película tan estúpida nimrod antel tiene la respuesta blindada seis compañeros de trabajo en un negocio de automóviles blindados deciden robar un gran envío de efectivo pero al igual que ellos llegan a la primera base con sus planes todo lo desenreda rápidamente con una parcela como esta pensarías que no podía ser demasiado malo al menos para una película de acción sin embargo en los primeros minutos o más de esta película vemos lo que parece ser de tipos normales todos los días bromean se ríen tienen unas copas juntas etc entonces de repente aprendemos que planean robar su propio negocio el héroe colón corto es absorbido en el esquema debido al frío y cruel mundo a pesar de que es un veterano decorado un buen tipo y un empleado confiable oh mi oh mi luego en los últimos minutos de la película estos antiguos chicos regulares casi se convierten en psicos enloquecidos con dinero dispuestos a carnizar entre sí por dinero en las últimas escenas mike matt dillon pasa a un rampaje suicida por ninguna otra razón que matar a su antiguo amigo el espectador no tiene sugerencia antes de que termine de que estos hombres son este despiadado y sediento de sangre es absolutamente increíble y la película b es casi demasiado amable para este tipo de parcela queso yo diría que no pierdas el tiempo muy mal nadie le dio a laurence fishburne jean reno o fred ward el mismo consejo antes de hacer esta foto
"La era de la película de sexo de sexo de los años sesenta y principios de los años setenta comenzó con la provisión de desnudez gratuita en las películas convencionales y terminó con la legalización de la pornografía hardcore.Sus años picos fueron entre 1968 y 1972. Una de las actrices más amadas y talentosas de la era fue Monica Gayle, quien tenía un pequeño pero fanático de los seguidores.En realidad, fue capaz de actuar, a diferencia de muchos que llenaron los roles de plomo de estos movimientos, y sus créditos posteriores lo demostraron.Y su desvanecimiento aparentemente deliberado en la oscuridad, cuando su carrera estaba despegando, solo aumentaba su mística. Graver Graver, el director, también era un talento;Probablemente sea demasiado talentoso para el género de sexplitación, y su habilidad, combinada con la presencia de la pantalla de Monica Gayle, hace que Sandra, la fabricación de una mujer, una experiencia agradable y agradable.La película nunca arrastra y no tendrá su dedo presionado en el botón de avance rápido.",5,positivo,dataset_respaldo,kaggle_imdb,,la era de la película de sexo de sexo de los años sesenta y principios de los años setenta comenzó con la provisión de desnudez gratuita en las películas convencionales y terminó con la legalización de la pornografía hardcoresus años picos fueron entre y una de las actrices más amadas y talentosas de la era fue monica gayle quien tenía un pequeño pero fanático de los seguidoresen realidad fue capaz de actuar a diferencia de muchos que llenaron los roles de plomo de estos movimientos y sus créditos posteriores lo demostrarony su desvanecimiento aparentemente deliberado en la oscuridad cuando su carrera estaba despegando solo aumentaba su mística graver graver el director también era un talentoprobablemente sea demasiado talentoso para el género de sexplitación y su habilidad combinada con la presencia de la pantalla de monica gayle hace que sandra la fabricación de una mujer una experiencia agradable y agradablela película nunca arrastra y no tendrá su dedo presionado en el botón de avance rápido
"Qué una película sorprendentemente buena esta resultó ser.Este es el tipo de película que he estado buscando envejeces.Particularmente importante para mí fue el fantástico Chicago, con el que sigo pensando.La contraportada no hace esta justicia de la película, es excelente, y en mi Top-5 seguro.",5,positivo,dataset_respaldo,kaggle_imdb,,qué una película sorprendentemente buena esta resultó sereste es el tipo de película que he estado buscando envejecesparticularmente importante para mí fue el fantástico chicago con el que sigo pensandola contraportada no hace esta justicia de la película es excelente y en mi top seguro
"No esperaba mucho de esta película, pero Boy-O-Boy, no esperaba que la película fuera tan mala.Chris Rock no está mostrando un buen acto aquí, no puedes obtener la sensación de que su caracteres es real, creo que la película hubiera sido un poco mejor si es un drama o escenas románticas habría sido menos parte de la película y más/ Mejor humor estaba involucrado.La película es como los cineastas tenían una mala resaca haciéndola.En la ""hacer de"" no muestran una sola sonrisa.Esta es una película muy mala!Le di tres de cada diez debido a algunas sonrisas que me dio, ¡pero nunca me reí.",1,negativo,dataset_respaldo,kaggle_imdb,,no esperaba mucho de esta película pero boyoboy no esperaba que la película fuera tan malachris rock no está mostrando un buen acto aquí no puedes obtener la sensación de que su caracteres es real creo que la película hubiera sido un poco mejor si es un drama o escenas románticas habría sido menos parte de la película y más mejor humor estaba involucradola película es como los cineastas tenían una mala resaca haciéndolaen la hacer de no muestran una sola sonrisaesta es una película muy malale di tres de cada diez debido a algunas sonrisas que me dio pero nunca me reí
"¡No puedo creer que haya gente por ahí que no le gustó esta película!Pensé que era la película más divertida que había visto.Mi ha sido b / c, soy un fanático más grande de Mel Brooks ... Conozco casi todas las palabras y me desanime mucho cuando los censuran, cuando se juega en un canal familiar.:) Esta es una de mis películas favoritas, ¡así que no sé por qué alguien no estaría de acuerdo!gracias kristina",5,positivo,dataset_respaldo,kaggle_imdb,,no puedo creer que haya gente por ahí que no le gustó esta películapensé que era la película más divertida que había vistomi ha sido b c soy un fanático más grande de mel brooks conozco casi todas las palabras y me desanime mucho cuando los censuran cuando se juega en un canal familiar esta es una de mis películas favoritas así que no sé por qué alguien no estaría de acuerdogracias kristina
